[0.000000] (-) TimerEvent: {}
[0.774944] (force_land) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/telemaque/Robotics_Lab/ros2_ws/build/force_land', '--', '-j12', '-l12'], 'cwd': '/home/telemaque/Robotics_Lab/ros2_ws/build/force_land', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('USER', 'telemaque'), ('LC_TIME', 'it_IT.UTF-8'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/home/telemaque/Robotics_Lab/ros2_ws/install/px4_msgs/lib:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/home/telemaque'), ('OLDPWD', '/home/telemaque/Robotics_Lab/ros2_ws/PX4-Autopilot'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('LC_MONETARY', 'it_IT.UTF-8'), ('SYSTEMD_EXEC_PID', '4129'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('COLCON_PREFIX_PATH', '/home/telemaque/Robotics_Lab/ros2_ws/install'), ('ROS_DISTRO', 'humble'), ('LOGNAME', 'telemaque'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'telemaque'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/home/telemaque/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/opt/xtensa-esp-elf/bin/'), ('SESSION_MANAGER', 'local/telemaque-Aspire-AV14-51:@/tmp/.ICE-unix/1882,unix/telemaque-Aspire-AV14-51:/tmp/.ICE-unix/1882'), ('XDG_MENU_PREFIX', 'gnome-'), ('LC_ADDRESS', 'it_IT.UTF-8'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/953b11d7_ad87_453b_a549_bf49a03c1435'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LANG', 'fr_FR.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('LC_TELEPHONE', 'it_IT.UTF-8'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.XDJJJ3'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.111'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/home/telemaque/Robotics_Lab/ros2_ws/install/px4_msgs:/opt/ros/humble'), ('SHELL', '/bin/bash'), ('LC_NAME', 'it_IT.UTF-8'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('LC_MEASUREMENT', 'it_IT.UTF-8'), ('LC_IDENTIFICATION', 'it_IT.UTF-8'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/telemaque/Robotics_Lab/ros2_ws/build/force_land'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/home/telemaque/Robotics_Lab/ros2_ws/install/px4_msgs/local/lib/python3.10/dist-packages:/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('LC_NUMERIC', 'it_IT.UTF-8'), ('LC_PAPER', 'it_IT.UTF-8'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/home/telemaque/Robotics_Lab/ros2_ws/install/px4_msgs:/opt/ros/humble')]), 'shell': False}
[0.800063] (-) TimerEvent: {}
[0.822731] (force_land) StdoutLine: {'line': b'[ 50%] \x1b[32mBuilding CXX object CMakeFiles/force_land.dir/src/force_land_node.cpp.o\x1b[0m\n'}
[0.900209] (-) TimerEvent: {}
[1.000520] (-) TimerEvent: {}
[1.100827] (-) TimerEvent: {}
[1.201140] (-) TimerEvent: {}
[1.301481] (-) TimerEvent: {}
[1.401794] (-) TimerEvent: {}
[1.502137] (-) TimerEvent: {}
[1.602434] (-) TimerEvent: {}
[1.702759] (-) TimerEvent: {}
[1.803087] (-) TimerEvent: {}
[1.903431] (-) TimerEvent: {}
[2.003801] (-) TimerEvent: {}
[2.104150] (-) TimerEvent: {}
[2.204454] (-) TimerEvent: {}
[2.304755] (-) TimerEvent: {}
[2.405127] (-) TimerEvent: {}
[2.505395] (-) TimerEvent: {}
[2.605753] (-) TimerEvent: {}
[2.706164] (-) TimerEvent: {}
[2.806545] (-) TimerEvent: {}
[2.906905] (-) TimerEvent: {}
[3.007323] (-) TimerEvent: {}
[3.107663] (-) TimerEvent: {}
[3.208002] (-) TimerEvent: {}
[3.308360] (-) TimerEvent: {}
[3.408722] (-) TimerEvent: {}
[3.509038] (-) TimerEvent: {}
[3.609347] (-) TimerEvent: {}
[3.709666] (-) TimerEvent: {}
[3.809983] (-) TimerEvent: {}
[3.910325] (-) TimerEvent: {}
[4.010649] (-) TimerEvent: {}
[4.111003] (-) TimerEvent: {}
[4.211307] (-) TimerEvent: {}
[4.311668] (-) TimerEvent: {}
[4.411986] (-) TimerEvent: {}
[4.512295] (-) TimerEvent: {}
[4.612658] (-) TimerEvent: {}
[4.712990] (-) TimerEvent: {}
[4.813319] (-) TimerEvent: {}
[4.913642] (-) TimerEvent: {}
[5.013953] (-) TimerEvent: {}
[5.114286] (-) TimerEvent: {}
[5.214597] (-) TimerEvent: {}
[5.314906] (-) TimerEvent: {}
[5.415244] (-) TimerEvent: {}
[5.515563] (-) TimerEvent: {}
[5.615875] (-) TimerEvent: {}
[5.716177] (-) TimerEvent: {}
[5.816531] (-) TimerEvent: {}
[5.916886] (-) TimerEvent: {}
[6.017206] (-) TimerEvent: {}
[6.117538] (-) TimerEvent: {}
[6.217864] (-) TimerEvent: {}
[6.318189] (-) TimerEvent: {}
[6.418534] (-) TimerEvent: {}
[6.518981] (-) TimerEvent: {}
[6.619501] (-) TimerEvent: {}
[6.719914] (-) TimerEvent: {}
[6.820278] (-) TimerEvent: {}
[6.920618] (-) TimerEvent: {}
[7.020961] (-) TimerEvent: {}
[7.121302] (-) TimerEvent: {}
[7.221619] (-) TimerEvent: {}
[7.321982] (-) TimerEvent: {}
[7.422362] (-) TimerEvent: {}
[7.522677] (-) TimerEvent: {}
[7.622992] (-) TimerEvent: {}
[7.723326] (-) TimerEvent: {}
[7.823640] (-) TimerEvent: {}
[7.923969] (-) TimerEvent: {}
[8.024290] (-) TimerEvent: {}
[8.124597] (-) TimerEvent: {}
[8.224899] (-) TimerEvent: {}
[8.325197] (-) TimerEvent: {}
[8.425505] (-) TimerEvent: {}
[8.525829] (-) TimerEvent: {}
[8.626156] (-) TimerEvent: {}
[8.726491] (-) TimerEvent: {}
[8.826782] (-) TimerEvent: {}
[8.927116] (-) TimerEvent: {}
[9.027447] (-) TimerEvent: {}
[9.127731] (-) TimerEvent: {}
[9.228024] (-) TimerEvent: {}
[9.328362] (-) TimerEvent: {}
[9.428680] (-) TimerEvent: {}
[9.529030] (-) TimerEvent: {}
[9.629355] (-) TimerEvent: {}
[9.729641] (-) TimerEvent: {}
[9.829951] (-) TimerEvent: {}
[9.930234] (-) TimerEvent: {}
[10.030518] (-) TimerEvent: {}
[10.130784] (-) TimerEvent: {}
[10.231198] (-) TimerEvent: {}
[10.331511] (-) TimerEvent: {}
[10.431489] (force_land) StdoutLine: {'line': b'[100%] \x1b[32m\x1b[1mLinking CXX executable force_land\x1b[0m\n'}
[10.431769] (-) TimerEvent: {}
[10.532097] (-) TimerEvent: {}
[10.633081] (-) TimerEvent: {}
[10.733758] (-) TimerEvent: {}
[10.834132] (-) TimerEvent: {}
[10.931209] (force_land) StdoutLine: {'line': b'[100%] Built target force_land\n'}
[10.934284] (-) TimerEvent: {}
[10.942144] (force_land) CommandEnded: {'returncode': 0}
[10.942671] (force_land) JobProgress: {'identifier': 'force_land', 'progress': 'install'}
[10.950611] (force_land) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/telemaque/Robotics_Lab/ros2_ws/build/force_land'], 'cwd': '/home/telemaque/Robotics_Lab/ros2_ws/build/force_land', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('USER', 'telemaque'), ('LC_TIME', 'it_IT.UTF-8'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/home/telemaque/Robotics_Lab/ros2_ws/install/px4_msgs/lib:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/home/telemaque'), ('OLDPWD', '/home/telemaque/Robotics_Lab/ros2_ws/PX4-Autopilot'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('LC_MONETARY', 'it_IT.UTF-8'), ('SYSTEMD_EXEC_PID', '4129'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('COLCON_PREFIX_PATH', '/home/telemaque/Robotics_Lab/ros2_ws/install'), ('ROS_DISTRO', 'humble'), ('LOGNAME', 'telemaque'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'telemaque'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/home/telemaque/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/opt/xtensa-esp-elf/bin/'), ('SESSION_MANAGER', 'local/telemaque-Aspire-AV14-51:@/tmp/.ICE-unix/1882,unix/telemaque-Aspire-AV14-51:/tmp/.ICE-unix/1882'), ('XDG_MENU_PREFIX', 'gnome-'), ('LC_ADDRESS', 'it_IT.UTF-8'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/953b11d7_ad87_453b_a549_bf49a03c1435'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LANG', 'fr_FR.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('LC_TELEPHONE', 'it_IT.UTF-8'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.XDJJJ3'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.111'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/home/telemaque/Robotics_Lab/ros2_ws/install/px4_msgs:/opt/ros/humble'), ('SHELL', '/bin/bash'), ('LC_NAME', 'it_IT.UTF-8'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('LC_MEASUREMENT', 'it_IT.UTF-8'), ('LC_IDENTIFICATION', 'it_IT.UTF-8'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/telemaque/Robotics_Lab/ros2_ws/build/force_land'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/home/telemaque/Robotics_Lab/ros2_ws/install/px4_msgs/local/lib/python3.10/dist-packages:/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('LC_NUMERIC', 'it_IT.UTF-8'), ('LC_PAPER', 'it_IT.UTF-8'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/home/telemaque/Robotics_Lab/ros2_ws/install/px4_msgs:/opt/ros/humble')]), 'shell': False}
[10.956586] (force_land) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[10.956762] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/lib/force_land/force_land\n'}
[10.959763] (force_land) StdoutLine: {'line': b'-- Set runtime path of "/home/telemaque/Robotics_Lab/ros2_ws/install/force_land/lib/force_land/force_land" to ""\n'}
[10.959941] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/ament_index/resource_index/package_run_dependencies/force_land\n'}
[10.960036] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/ament_index/resource_index/parent_prefix_path/force_land\n'}
[10.960148] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/environment/ament_prefix_path.sh\n'}
[10.960246] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/environment/ament_prefix_path.dsv\n'}
[10.960363] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/environment/path.sh\n'}
[10.960437] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/environment/path.dsv\n'}
[10.960564] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/local_setup.bash\n'}
[10.960738] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/local_setup.sh\n'}
[10.960906] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/local_setup.zsh\n'}
[10.961022] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/local_setup.dsv\n'}
[10.961137] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/package.dsv\n'}
[10.961319] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/ament_index/resource_index/packages/force_land\n'}
[10.961464] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/cmake/force_landConfig.cmake\n'}
[10.961567] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/cmake/force_landConfig-version.cmake\n'}
[10.961680] (force_land) StdoutLine: {'line': b'-- Installing: /home/telemaque/Robotics_Lab/ros2_ws/install/force_land/share/force_land/package.xml\n'}
[10.963572] (force_land) CommandEnded: {'returncode': 0}
[10.974913] (force_land) JobEnded: {'identifier': 'force_land', 'rc': 0}
[10.975450] (-) EventReactorShutdown: {}
